index,GCA_000430645.1_Aquimarina_latercula_DSM_2041,GCA_000430665.1_Aquimarina_muelleri_DSM_19832,GCA_000520955.1_Aquimarina_pacifica_SW150,GCA_000520975.1_Aquimarina_megaterium_XH134,GCA_000520995.1_Aquimarina_macrocephali_JAMB_N27,GCA_000626715.1_Aquimarina_atlantica_22II_S11_z7,GCA_001401755.1_Aquimarina_longa_SW024,GCA_001632745.1_Aquimarina_aggregata_RZW4_3_2,GCA_002846555.1_Aquimarina_sp._MAR_2010_214,GCA_002895435.1_Aquimarina_sediminis_w01,GCA_002924285.1_Aquimarina_sp._I32.4,GCA_003443675.1_Aquimarina_sp._BL5,GCA_003443695.1_Aquimarina_sp._AD1,GCA_003443715.1_Aquimarina_sp._AD10,GCA_004216895.1_Aquimarina_brevivitae_DSM_17196,GCA_006443095.1_Aquimarina_algicola_M625,GCA_007489275.1_Aquimarina_algiphila_M91,GCA_008124785.1_Aquimarina_intermedia_DSM_17527,GCA_008370685.1_Aquimarina_sp._RZ0,GCA_013365535.1_Aquimarina_sp._TRL1,GCA_015751855.1_Aquimarina_sp._EL_35,GCA_015752005.1_Aquimarina_sp._EL_32,GCA_017897595.1_Aquimarina_sp._U1_2,GCA_018100805.1_Aquimarina_sp._MMG016,GCA_018100855.1_Aquimarina_sp._MMG015,GCA_019295435.1_Aquimarina_litoralis_CCMR20,GCA_023195925.1_Aquimarina_acroporae_D1M17,GCA_026222555.1_Aquimarina_sp._ERC_38,GCA_034322225.1_Aquimarina_sp._2201CG5_10,GCA_035285365.1_Aquimarina_gracilis_PSC32,GCA_039523995.1_Aquimarina_litoralis_JCM_15974,GCA_039537645.1_Aquimarina_mytili_JCM_17454,GCA_039539305.1_Aquimarina_addita_JCM_17106,GCA_040786235.1_Aquimarina_sp._2201CG1_2_11,GCA_042682765.1_Aquimarina_celericrescens_DT92,GCA_042684305.1_Aquimarina_rubra_KCTC_52274,GCA_042684685.1_Aquimarina_hainanensis_KCTC_42423,GCA_045055285.1_Aquimarina_sp._LLG6339_5,GCA_051669215.1_Aquimarina_muelleri_SJ_Lobster_29,GCA_900089995.1_Aquimarina_megaterium_EL33,GCA_900109375.1_Aquimarina_amphilecti_DSM_25232,GCA_900141785.1_Aquimarina_spongiae_DSM_22623,GCA_900312735.1_Aquimarina_sp._AU119,GCA_900312745.1_Aquimarina_sp._AU58,GCA_900312815.1_Aquimarina_sp._AU474,GCA_921010045.1_Aquimarina_aquimarini_Aq135,GCA_929200365.1_unc._Aquimarina_sp._EG16N_Bin3,GCA_937930645.1_Aquimarina_aggregata_H4_Bin_METABAT__156_1,GCA_937951135.1_unc._Aquimarina_sp._R3_Bin_Bin_100_sub_1,GCA_938020385.1_unc._Aquimarina_sp._R3_Bin_Bin_72_1,GCA_943373825.1_Aquimarina_spinulae_Aq349,GCA_943416075.1_Aquimarina_sp._Aq78,GCA_943422735.1_Aquimarina_sp._EL_43,GCA_943733665.1_Aquimarina_sp._Aq107,GCA_947387485.1_Aquimarina_rhabdastrellae_strain_RHTr2,GCA_947489685.1_unc._Aquimarina_sp._2_328,GCA_947490045.1_Aquimarina_algiphila_ZY116,GCA_947491765.1_unc._Aquimarina_sp._1030_1_G,GCA_947492055.1_unc._Aquimarina_sp._4R_2,GCA_947492115.1_unc._Aquimarina_sp._550,GCA_947492265.1_unc._Aquimarina_sp._597,GCA_947492285.1_unc._Aquimarina_sp._629_G,GCA_947492405.1_unc._Aquimarina_sp._4R5_1_G,GCA_947492435.1_unc._Aquimarina_sp._512_2,GCA_947492565.1_unc._Aquimarina_sp._679,GCA_947492595.1_unc._Aquimarina_sp._754,GCA_947492765.1_unc._Aquimarina_sp._538_2_G,GCA_947492965.1_unc._Aquimarina_sp._740,GCA_947493075.1_unc._Aquimarina_sp._490,GCA_947493495.1_unc._Aquimarina_sp._4_651_3Z,GCA_947493965.1_Aquimarina_aggregata_2_322,GCA_947494415.1_Aquimarina_algiphila_2_91_1,GCA_947494615.1_unc._Aquimarina_sp._2_972,GCA_947494795.1_unc._Aquimarina_sp._249,GCA_947495315.1_unc._Aquimarina_sp._3_916_3Z,GCA_947495415.1_Aquimarina_aggregata_392,GCA_947495425.1_unc._Aquimarina_sp._4_1007,GCA_947496355.1_unc._Aquimarina_sp._17,GCA_947496555.1_unc._Aquimarina_sp._2_536A,GCA_947496705.1_unc._Aquimarina_sp._3_722_3Z,GCA_947496745.1_unc._Aquimarina_sp._3_716,GCA_947496855.1_unc._Aquimarina_sp._3_1138_G,GCA_947497175.1_unc._Aquimarina_sp._3_198_2,GCA_947497875.1_unc._Aquimarina_sp._4_646_3Z,GCA_947497885.1_Aquimarina_algiphila_4_66,GCA_947498045.1_Aquimarina_algiphila_4_60,GCA_947498455.1_unc._Aquimarina_sp._513,GCA_947498475.1_unc._Aquimarina_sp._502,GCA_947498595.1_unc._Aquimarina_sp._568,GCA_947498695.1_unc._Aquimarina_sp._4R_1,GCA_947498705.1_unc._Aquimarina_sp._694,GCA_947498775.1_unc._Aquimarina_sp._692,GCA_947498785.1_unc._Aquimarina_sp._637_3Z,GCA_947498815.1_unc._Aquimarina_sp._723_3Z,GCA_947498885.1_unc._Aquimarina_sp._700,GCA_947498935.1_unc._Aquimarina_sp._821_3Z,GCA_947499355.1_unc._Aquimarina_sp._4_722_3Z,GCA_947500065.1_unc._Aquimarina_sp._2_563A_J,GCA_947500505.1_unc._Aquimarina_sp._2_926,GCA_947500545.1_unc._Aquimarina_sp._2_863,GCA_947500845.1_unc._Aquimarina_sp._2_968,GCA_947501375.1_Aquimarina_algiphila_4_617_3Z,GCA_947501395.1_unc._Aquimarina_sp._4_616,GCA_947501475.1_unc._Aquimarina_sp._YR205_23_3Z,GCA_947501515.1_unc._Aquimarina_sp._X6,GCA_947501715.1_Aquimarina_algiphila_4_58,GCA_947502655.1_unc._Aquimarina_sp._YR2_5_14_J,GCA_947502885.1_unc._Aquimarina_sp._187_3Z,GCA_947503825.1_Aquimarina_algiphila_2_166,GCA_947503835.1_unc._Aquimarina_sp._2_156,GCA_947504015.1_unc._Aquimarina_sp._2_32,GCA_965219655.1_Aquimarina_sp._sanger1,GCA_965230845.1_Aquimarina_sp._sanger2,GCF_029906345.1_Aquimarina_mycalae_2201CG14_23,GCF_040786285.1_Aquimarina_penaris_2304DJ70_9,GCF_042434905.1_Aquimarina_besae_SS2_1,GCF_042434915.1_Aquimarina_rhodophyticola_W85
COG4235,3,1,0,3,4,3,0,1,1,2,0,2,2,1,2,1,4,1,1,0,3,3,0,2,3,2,3,1,2,1,0,1,2,2,1,2,0,3,1,1,4,0,4,3,0,2,0,1,0,1,1,3,3,3,1,1,4,1,1,2,1,0,2,1,0,1,3,1,2,0,1,4,2,3,2,1,0,0,0,0,4,2,2,1,4,4,1,0,0,1,2,0,0,0,1,0,0,3,2,0,1,4,1,1,2,4,0,1,4,0,2,2,1,1,0,2,0
COG5018,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,2,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,2,1,1,0,1,0,1,1,1,0,2,0,0,1,1,0,1,1,1,1,0
COG1858,8,4,5,6,6,5,3,6,5,4,5,6,8,6,2,3,3,2,4,4,6,6,1,5,8,7,6,2,4,2,7,5,7,2,2,4,4,7,4,6,7,5,3,5,6,5,2,5,1,4,6,6,5,6,4,3,3,2,2,6,4,2,3,1,3,1,5,5,6,4,6,3,4,5,3,6,2,3,3,1,5,5,4,2,3,3,3,3,4,2,3,1,2,3,2,2,1,6,2,4,2,3,2,3,6,3,1,4,3,4,5,4,5,6,4,4,3
COG4076,1,1,1,0,0,1,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,3,0,3,0
COG4340,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
COG1112,1,0,2,0,0,0,0,0,1,0,1,1,1,0,1,2,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,1,1,1,0,2,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,2,0,0,0,1,1,1,2,1,1,1,0,2,2,0,0,0,0,2,0,0,1,1,0,0,1,2,0,1,1,0,2,1,1,1,2,1,0,1,1,0
COG0464,3,1,2,3,3,2,5,3,2,2,2,3,3,4,1,5,2,0,5,1,2,2,0,2,2,4,2,1,2,2,4,3,2,2,2,3,1,3,1,2,3,1,2,2,1,1,0,4,1,4,2,2,2,3,0,1,3,0,3,5,2,2,3,1,3,1,2,3,3,1,5,2,2,2,4,5,3,2,3,4,3,3,3,3,2,3,3,3,2,3,1,3,2,3,3,2,4,2,3,4,3,3,3,2,3,2,4,1,3,2,3,0,3,2,2,3,0
COG1116,3,0,4,1,0,1,1,2,1,1,1,3,3,2,0,2,2,0,2,0,1,1,0,2,3,3,2,2,0,2,3,2,3,1,0,2,0,3,0,1,3,2,2,1,0,1,0,2,4,2,1,1,1,3,0,2,2,0,2,3,0,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,0,2,2,4,3,3,2,2,2,2,1,2,0,2,0,2,2,2,2,3,4,3,1,2,0,2,2,2,3,2,4,0,2,2,3,0,3,3,0,3,0
COG0600,2,1,3,1,1,1,1,1,1,1,1,2,2,1,0,1,1,0,2,0,1,1,0,1,2,2,1,1,0,1,2,1,2,1,0,2,0,2,1,1,2,1,1,1,0,1,0,1,3,2,1,1,1,2,0,1,1,0,1,2,0,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,0,1,1,3,2,2,1,1,1,1,1,2,0,1,0,1,2,2,1,2,3,2,1,1,0,1,1,1,2,1,3,0,1,1,2,0,2,2,0,2,0
COG0715,3,1,4,1,1,2,1,2,2,1,1,3,3,2,1,3,2,1,2,1,1,1,1,2,3,3,2,3,1,2,3,2,2,2,1,3,1,3,1,1,3,2,2,1,1,1,1,2,4,2,1,1,1,3,1,2,2,1,3,3,1,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,1,2,2,3,3,3,2,3,2,2,2,2,1,3,1,2,2,2,3,3,3,3,2,2,1,2,3,2,3,2,3,1,2,2,3,1,3,3,1,3,1
COG0385,1,1,2,1,1,1,1,2,1,1,1,1,1,2,0,0,1,1,2,0,1,1,0,0,1,1,1,0,1,1,1,2,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,0,2,1,2,1,1,2,4,2,1,2,1,1,2,0,1,1,1,1,0,0,1,1,2,1,0,0,2,1,1,2,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0
COG0330,5,5,5,3,4,3,3,5,5,6,4,5,5,5,4,4,7,4,5,2,3,3,4,6,4,6,3,3,5,6,6,6,5,5,4,6,2,4,3,3,5,4,5,4,3,3,3,5,2,5,3,4,3,4,3,3,6,4,4,7,3,4,6,5,6,5,6,6,5,5,5,5,5,6,7,5,4,7,6,7,4,4,5,4,6,5,3,6,3,4,6,5,4,6,4,3,7,7,4,6,4,5,4,4,5,6,7,4,6,5,6,3,5,4,6,7,3
COG3712,7,6,7,13,11,10,11,9,12,17,8,8,7,9,4,9,11,4,11,10,12,12,7,8,7,8,7,5,8,6,7,6,5,8,5,6,10,6,6,13,7,8,12,13,7,11,5,8,2,10,13,11,12,7,4,10,12,6,8,8,10,8,11,13,12,13,9,8,7,5,9,10,4,9,8,9,8,7,12,13,5,5,4,8,11,10,5,8,4,8,8,11,8,8,8,4,13,8,5,7,6,11,8,9,7,11,13,10,12,8,8,3,10,9,9,8,2
COG4771,33,18,32,37,32,35,30,30,35,35,31,29,32,31,19,28,37,17,41,28,35,35,22,28,33,29,34,19,26,32,28,25,22,34,22,23,30,29,18,38,26,33,34,38,35,28,20,30,11,37,36,37,35,33,23,33,35,29,26,26,33,30,33,36,30,36,34,25,31,18,31,35,21,34,30,31,25,31,30,28,30,29,21,26,37,34,26,27,19,26,33,28,30,27,26,21,28,28,17,29,26,36,26,27,31,37,28,34,36,26,31,22,34,25,30,23,15
COG0664,16,21,12,33,31,28,29,25,23,31,18,21,19,27,8,29,28,8,12,29,30,30,17,14,18,24,26,8,26,13,23,15,15,15,10,7,34,16,20,29,22,25,31,30,18,26,12,27,5,11,28,32,30,21,37,11,35,6,29,18,12,37,25,13,13,13,23,20,27,9,26,33,8,23,23,26,17,13,13,13,24,20,9,29,29,32,11,17,44,29,16,12,37,17,29,16,13,25,8,16,8,32,29,16,20,29,13,24,35,13,25,27,21,12,13,7,9
COG2956,12,8,9,12,12,9,6,16,12,6,7,12,11,12,7,15,15,6,14,9,11,11,7,11,11,13,13,8,18,8,13,6,10,11,8,8,8,12,9,12,12,14,13,13,12,11,7,12,5,15,12,8,12,11,8,11,14,7,14,12,11,13,10,8,8,8,14,13,8,12,14,12,7,14,10,14,13,13,8,9,11,13,7,14,14,12,10,13,12,14,10,7,13,13,14,6,9,12,8,12,8,12,14,15,12,14,9,11,14,8,11,8,13,11,11,14,6
COG0456,6,4,3,9,9,6,6,9,7,5,7,4,6,9,1,8,8,2,10,5,10,10,2,3,7,6,4,1,5,5,4,7,5,4,7,6,6,5,5,7,5,7,9,7,5,4,2,11,0,9,7,8,10,3,5,3,8,6,7,5,3,7,5,6,6,6,4,5,3,4,8,10,3,4,4,8,4,5,6,5,4,4,3,7,7,12,5,3,2,7,7,8,7,3,7,2,5,9,1,9,6,10,7,4,3,7,5,12,8,8,9,3,5,2,3,4,2
COG0022,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
COG0115,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3
COG0508,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,5,4,5,3,4,5,4,4,4,3,5,4,5,4,4,4,4,4,4,5,4,4,3,4,2,5,4,4,4,4,5,4,4,4,4,4,4,5,4,6,4,6,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4
COG0663,1,1,0,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
COG1024,6,6,2,7,7,7,6,6,7,5,6,6,6,6,3,6,6,4,9,6,7,7,4,6,6,6,7,4,6,6,5,6,2,4,3,5,6,6,6,7,7,7,6,7,7,5,5,5,4,6,7,8,7,6,6,5,7,3,6,6,5,6,6,5,5,5,7,4,7,4,8,7,6,7,6,8,5,6,5,6,7,7,6,6,6,7,5,6,5,6,4,5,6,6,6,6,6,7,5,5,3,7,6,7,5,6,6,4,7,7,6,5,5,6,6,5,4
COG1012,9,9,4,11,11,11,6,8,7,11,13,7,7,6,7,8,8,9,10,9,11,11,7,7,5,6,9,5,8,9,9,7,6,6,7,8,9,6,9,11,6,11,7,11,8,11,6,5,2,9,11,11,11,6,5,8,8,8,5,9,8,7,6,7,8,7,11,9,6,5,6,7,8,11,6,6,8,11,8,7,9,9,8,5,8,8,7,7,5,5,6,8,7,7,5,4,7,8,7,9,8,9,5,7,6,8,7,6,8,8,6,5,9,7,8,8,7
COG0183,3,3,2,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,4,3,3,4,3,2,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3
COG2050,2,3,3,4,4,4,3,3,4,4,3,2,2,3,2,4,4,2,2,2,4,4,2,4,2,4,4,1,4,5,4,5,2,1,4,2,2,2,3,4,3,4,4,4,4,3,2,3,1,2,4,4,4,2,3,4,4,5,4,4,4,4,2,5,4,5,4,4,2,2,3,4,3,4,3,3,3,4,4,3,2,2,3,4,4,4,2,4,3,4,1,4,4,4,4,2,3,3,2,4,5,4,4,3,2,4,3,1,4,5,2,3,4,3,5,2,2
COG1250,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,5,3,3,4,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3
COG3324,5,3,5,11,9,10,5,6,8,7,3,6,5,6,3,5,8,2,9,5,11,11,1,5,5,6,7,3,8,7,5,6,3,7,5,5,5,5,3,9,4,6,7,11,7,6,7,6,1,9,9,11,11,6,6,5,5,6,4,5,5,7,5,5,6,5,5,5,6,2,8,8,5,5,5,8,1,3,6,6,4,4,5,4,8,6,4,4,4,4,7,4,7,4,4,3,6,6,3,6,5,6,4,5,6,8,6,7,6,6,5,6,8,5,6,4,1
COG2151,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
COG3396,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2
COG3460,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
COG1018,3,3,2,2,2,2,2,3,2,2,3,4,4,3,3,2,3,2,3,3,2,2,3,4,4,4,4,2,3,2,4,2,2,1,3,4,3,4,3,2,3,3,3,2,3,4,2,2,2,3,2,2,2,4,3,3,2,3,2,4,4,3,4,2,3,2,3,4,3,4,3,3,2,3,4,3,2,3,3,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,2,4,2,3,3,2,3,3,2,3,4,3,2,1,2,2,5,3,3,4,3,4,2
COG1309,14,13,9,15,17,16,13,14,16,14,10,12,14,14,7,14,19,7,11,8,16,16,10,9,14,13,13,6,14,16,10,14,10,5,11,10,7,14,13,18,13,15,20,17,15,16,11,13,4,10,17,18,16,14,9,14,21,15,14,10,14,18,16,18,16,18,14,10,11,8,15,21,16,14,16,15,15,18,16,11,16,14,16,14,19,21,5,15,13,14,7,17,18,15,14,8,11,16,20,17,17,22,14,11,14,19,11,5,22,15,16,10,15,11,20,10,6
COG3187,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,2,3,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,1,0
COG3591,4,3,3,5,5,3,3,6,5,3,5,3,3,7,3,3,3,2,5,4,4,4,2,4,2,2,2,6,2,4,2,2,1,3,2,2,4,2,3,4,2,2,3,5,3,6,1,7,0,4,4,5,4,3,2,3,3,1,3,2,3,2,3,1,2,2,2,2,3,3,6,4,2,2,3,6,2,2,2,3,2,2,2,3,3,3,3,2,3,3,4,2,2,2,3,4,3,4,2,2,1,3,3,2,2,3,3,4,3,2,2,2,2,3,2,3,0
COG3186,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COG0013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COG0739,13,7,11,9,7,10,12,11,8,9,8,12,11,10,7,10,10,5,11,9,10,10,7,10,11,10,12,6,11,8,16,8,8,6,8,12,10,13,7,9,13,12,10,9,12,10,9,10,4,9,9,9,10,11,6,12,10,9,10,15,13,19,12,9,12,9,12,12,11,12,10,10,6,12,12,10,6,11,12,11,10,12,6,10,10,10,10,12,6,10,9,10,19,12,10,8,11,12,13,14,10,12,10,10,12,10,11,9,10,10,12,5,13,10,9,10,7
COG2843,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,0,3,1,2,1,1
COG0789,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COG1160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COG3391,3,1,2,3,3,2,2,2,2,2,2,1,1,2,1,4,3,0,2,6,2,2,1,0,1,1,1,3,2,2,1,0,0,2,2,1,3,1,0,2,1,2,3,2,1,3,1,3,1,2,2,3,3,1,1,1,3,1,4,1,1,3,4,1,0,1,1,1,1,1,3,5,1,1,4,3,2,1,0,1,1,1,1,4,2,4,2,1,2,4,2,1,3,1,4,4,1,6,0,1,1,4,4,1,2,2,1,4,3,0,4,1,3,2,1,1,0
COG1159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COG2885,15,12,17,12,11,11,17,15,15,15,16,13,14,13,6,13,14,9,17,14,12,12,9,11,14,15,12,9,12,11,12,11,18,14,12,13,14,16,12,12,14,12,13,13,12,16,9,14,14,17,12,12,12,16,10,13,14,12,12,14,12,15,13,10,13,11,13,15,13,14,14,13,11,13,13,14,13,10,13,15,13,13,11,12,13,13,13,15,10,12,13,11,15,15,12,10,15,13,10,14,10,13,12,15,15,13,15,13,14,13,13,9,13,15,13,11,14
COG2849,8,9,9,6,6,5,9,5,6,6,11,16,7,5,4,14,8,2,8,7,6,6,5,6,8,11,5,5,6,5,8,5,12,5,4,14,9,8,11,6,10,4,12,7,7,12,3,5,4,7,6,5,6,8,4,4,11,4,8,11,4,5,14,7,4,7,4,11,17,5,5,11,3,4,13,5,6,5,4,4,14,13,4,8,8,9,7,4,6,8,6,7,5,4,8,7,4,6,7,7,4,12,8,4,10,8,4,5,11,5,13,5,5,7,3,10,2
COG0346,4,1,6,2,2,2,1,4,1,2,0,3,4,4,2,3,4,3,4,0,2,2,4,6,4,3,4,1,6,5,3,3,2,1,2,3,0,3,0,2,3,5,2,1,7,2,1,4,2,3,2,2,2,4,3,7,3,11,3,5,7,3,5,6,7,6,4,4,4,4,5,5,4,4,5,5,0,6,7,7,4,4,4,3,4,4,1,5,4,3,2,9,3,5,3,1,7,8,11,4,8,4,3,2,4,4,7,3,3,3,5,2,5,7,3,3,2
